order_id,customer_id,order_date,order_status,payment_method
79,2820,2024-01-23,Completed,UPI
80,2123,2024-01-05,Completed,UPI
81,634,2024-01-07,Completed,Net Banking
82,2258,2024-01-23,Completed,UPI
83,538,2024-01-27,Cancelled,UPI
84,2448,2024-01-29,Completed,Card
85,486,2024-01-27,Completed,Card
86,534,2024-01-07,Returned,Card
87,1984,2024-01-25,Completed,Card
88,2430,2024-01-17,Completed,UPI
89,2735,2024-01-10,Completed,Card
90,2747,2024-01-06,Completed,Net Banking
91,658,2024-01-12,Cancelled,Net Banking
92,280,2024-01-19,Completed,Card
93,1155,2024-01-31,Completed,Card
94,2899,2024-01-28,Completed,Card
95,1454,2024-01-06,Returned,Net Banking
96,1288,2024-01-04,Completed,Card
97,2283,2024-01-10,Completed,UPI
98,1872,2024-01-10,Completed,UPI
99,1191,2024-01-14,Returned,Card
100,53,2024-01-06,Returned,Card
101,2772,2024-01-22,Completed,UPI
102,692,2024-01-30,Completed,UPI
103,1656,2024-01-28,Completed,Net Banking
104,2384,2024-01-25,Completed,Net Banking
105,2471,2024-01-22,Returned,Net Banking
106,501,2024-01-04,Completed,Net Banking
107,217,2024-01-04,Completed,Card
108,2783,2024-01-20,Completed,Net Banking
109,2130,2024-01-22,Completed,Card
110,2068,2024-01-16,Completed,Net Banking
111,488,2024-01-29,Completed,UPI
112,725,2024-01-02,Completed,UPI
113,1280,2024-01-05,Completed,Card
114,2808,2024-01-18,Completed,Net Banking
115,1604,2024-01-02,Completed,UPI
116,252,2024-01-11,Completed,UPI
117,2561,2024-01-01,Completed,UPI
118,2709,2024-01-02,Completed,UPI
119,1249,2024-01-28,Completed,Net Banking
120,1731,2024-01-22,Completed,UPI
121,2409,2024-01-16,Completed,Net Banking
122,2001,2024-01-04,Completed,UPI
123,683,2024-01-11,Completed,UPI
124,309,2024-01-21,Completed,UPI
125,1647,2024-01-19,Completed,Card
126,1120,2024-01-11,Completed,UPI
127,315,2024-01-26,Completed,UPI
128,820,2024-01-11,Completed,Net Banking
129,77,2024-01-06,Completed,Card
130,1915,2024-01-31,Completed,Net Banking
131,246,2024-01-21,Completed,Card
132,2808,2024-01-24,Completed,UPI
133,1690,2024-01-07,Completed,Card
134,1663,2024-01-08,Completed,Card
135,1989,2024-01-15,Completed,Net Banking
136,1118,2024-01-06,Completed,UPI
137,173,2024-01-28,Returned,Card
138,2465,2024-01-11,Completed,UPI
139,370,2024-01-29,Completed,Card
140,2050,2024-01-19,Cancelled,Net Banking
141,2457,2024-01-08,Completed,UPI
142,967,2024-01-24,Cancelled,Card
143,1801,2024-01-09,Completed,Card
144,463,2024-01-23,Completed,Net Banking
145,594,2024-01-29,Completed,UPI
146,2482,2024-01-31,Completed,Card
147,1576,2024-01-18,Completed,UPI
148,1813,2024-01-28,Completed,UPI
149,965,2024-01-30,Completed,Card
150,2640,2024-01-29,Completed,Card
151,1363,2024-01-14,Completed,Card
152,2074,2024-01-09,Completed,Net Banking
153,113,2024-01-23,Completed,Card
154,1642,2024-01-01,Completed,Net Banking
155,1023,2024-01-06,Completed,Net Banking
156,1681,2024-01-22,Completed,UPI
157,2430,2024-01-22,Completed,Card
158,746,2024-01-12,Completed,Net Banking
159,95,2024-01-31,Cancelled,Net Banking
160,813,2024-01-15,Completed,Card
161,1066,2024-01-20,Completed,Card
162,1783,2024-01-17,Completed,Net Banking
163,833,2024-01-23,Completed,UPI
164,534,2024-01-13,Completed,Card
165,1714,2024-01-07,Completed,Card
166,1848,2024-01-20,Cancelled,Net Banking
167,546,2024-01-16,Cancelled,UPI
168,1734,2024-01-23,Completed,Card
169,962,2024-01-30,Completed,Net Banking
170,187,2024-01-26,Completed,UPI
171,542,2024-01-12,Returned,Net Banking
172,2064,2024-01-06,Completed,UPI
173,2910,2024-01-11,Completed,Card
174,1151,2024-01-16,Completed,UPI
175,1283,2024-01-17,Completed,Net Banking
176,2693,2024-01-28,Completed,Card
177,751,2024-01-08,Completed,Net Banking
178,2028,2024-01-29,Completed,Net Banking
179,2949,2024-01-04,Cancelled,Card
180,690,2024-01-06,Completed,Net Banking
181,2155,2024-01-01,Completed,Card
182,387,2024-01-22,Cancelled,Net Banking
183,435,2024-01-19,Completed,Card
184,1860,2024-01-16,Completed,Net Banking
185,2688,2024-01-02,Completed,Net Banking
186,200,2024-01-28,Completed,Card
187,380,2024-01-13,Completed,UPI
188,853,2024-01-28,Completed,UPI
189,2011,2024-01-10,Completed,UPI
190,394,2024-01-22,Completed,UPI
191,2307,2024-01-09,Completed,UPI
192,2584,2024-01-14,Completed,UPI
193,2811,2024-01-21,Completed,Net Banking
194,1918,2024-01-10,Completed,UPI
195,1231,2024-01-22,Completed,UPI
196,185,2024-01-30,Completed,UPI
197,2951,2024-01-22,Completed,UPI
198,2710,2024-01-04,Completed,UPI
199,2886,2024-01-14,Completed,UPI
200,767,2024-01-11,Completed,Net Banking
201,2189,2024-01-14,Completed,Card
202,1885,2024-01-16,Completed,Net Banking
203,2527,2024-01-20,Completed,Net Banking
204,554,2024-01-05,Completed,Card
205,2657,2024-01-16,Completed,Net Banking
206,1899,2024-01-25,Completed,Card
207,2878,2024-01-24,Completed,Card
208,1208,2024-01-07,Completed,Card
209,2921,2024-01-21,Completed,UPI
210,1192,2024-01-18,Completed,Net Banking
211,1999,2024-01-29,Completed,Card
212,261,2024-01-18,Completed,UPI
213,2647,2024-01-20,Completed,Card
214,788,2024-01-24,Completed,Net Banking
215,2806,2024-01-30,Completed,Net Banking
216,2914,2024-01-24,Completed,Net Banking
217,664,2024-01-26,Completed,Net Banking
218,529,2024-01-16,Completed,UPI
219,2023,2024-01-31,Completed,Card
220,1069,2024-01-29,Completed,Net Banking
221,1764,2024-01-11,Completed,Net Banking
222,1394,2024-01-09,Completed,Net Banking
223,2112,2024-01-28,Completed,Card
224,2501,2024-01-04,Completed,Card
225,2581,2024-01-06,Completed,UPI
226,2901,2024-01-10,Completed,Net Banking
227,1490,2024-01-21,Completed,Card
228,1941,2024-01-08,Completed,Card
229,1700,2024-01-25,Completed,Card
230,1757,2024-01-26,Completed,UPI
231,597,2024-01-15,Completed,Net Banking
232,1290,2024-01-11,Completed,UPI
233,152,2024-01-25,Completed,Net Banking
234,2705,2024-01-23,Cancelled,UPI
235,1247,2024-01-18,Completed,UPI
236,2162,2024-01-29,Completed,UPI
237,2230,2024-01-29,Completed,UPI
238,809,2024-01-25,Cancelled,Net Banking
239,517,2024-01-24,Completed,Card
240,1279,2024-01-18,Completed,Card
241,2212,2024-01-29,Completed,UPI
242,246,2024-01-24,Completed,Net Banking
243,2667,2024-01-25,Cancelled,Net Banking
244,2383,2024-01-08,Completed,Net Banking
245,1226,2024-01-12,Completed,Net Banking
246,2129,2024-01-13,Completed,Net Banking
247,601,2024-01-04,Completed,Card
248,533,2024-01-14,Completed,UPI
249,2126,2024-01-18,Completed,Net Banking
250,2823,2024-01-15,Cancelled,UPI
251,521,2024-01-17,Completed,Net Banking
252,1866,2024-01-07,Completed,Net Banking
253,1674,2024-01-28,Completed,UPI
254,483,2024-01-05,Completed,UPI
255,586,2024-01-26,Completed,Card
256,2003,2024-01-06,Completed,Card
257,2348,2024-01-16,Completed,UPI
258,2481,2024-01-27,Completed,Net Banking
259,611,2024-01-15,Cancelled,Net Banking
260,1620,2024-01-08,Completed,Net Banking
261,363,2024-01-21,Cancelled,Net Banking
262,508,2024-01-21,Completed,Net Banking
263,776,2024-01-17,Completed,Card
264,2179,2024-01-30,Completed,Card
265,2374,2024-01-27,Completed,Net Banking
266,2014,2024-01-02,Cancelled,UPI
267,2163,2024-01-01,Completed,Card
268,1169,2024-01-06,Completed,Card
269,1669,2024-01-31,Completed,UPI
270,240,2024-01-23,Completed,Card
271,496,2024-01-13,Completed,Net Banking
272,2067,2024-01-25,Completed,Card
273,269,2024-01-14,Completed,Card
274,2401,2024-01-18,Completed,Net Banking
275,1827,2024-01-14,Completed,Card
276,689,2024-01-18,Completed,UPI
277,1904,2024-01-27,Returned,Net Banking
278,1976,2024-01-02,Completed,Net Banking
279,2397,2024-01-07,Completed,Card
280,368,2024-01-10,Completed,Card
281,2501,2024-01-07,Completed,Net Banking
282,2899,2024-01-25,Completed,UPI
283,2456,2024-01-31,Completed,Card
284,40,2024-01-01,Completed,Net Banking
285,2659,2024-01-03,Completed,Net Banking
286,1542,2024-01-12,Completed,Card
287,791,2024-01-12,Completed,Card
288,785,2024-01-12,Completed,UPI
289,1487,2024-01-31,Completed,Net Banking
290,2616,2024-01-07,Completed,Net Banking
291,2703,2024-01-07,Completed,Net Banking
292,267,2024-01-05,Completed,Card
293,2778,2024-01-28,Completed,Net Banking
294,1860,2024-01-18,Completed,Net Banking
295,1667,2024-01-28,Completed,UPI
296,179,2024-01-25,Cancelled,UPI
297,22,2024-01-11,Completed,Net Banking
298,2825,2024-01-08,Completed,Card
299,1274,2024-01-11,Completed,Card
300,2566,2024-01-19,Cancelled,Card
301,1396,2024-01-08,Completed,Net Banking
302,2458,2024-01-25,Completed,Net Banking
303,249,2024-01-03,Cancelled,Net Banking
304,1811,2024-01-02,Completed,UPI
305,229,2024-01-22,Completed,UPI
306,1684,2024-01-25,Completed,Net Banking
307,1754,2024-01-15,Cancelled,UPI
308,1345,2024-01-17,Completed,Card
309,794,2024-01-26,Cancelled,Net Banking
310,2969,2024-01-16,Completed,Card
311,1277,2024-01-05,Completed,Net Banking
312,2217,2024-01-29,Completed,UPI
313,2121,2024-01-01,Completed,Card
314,2292,2024-01-27,Cancelled,Card
315,825,2024-01-30,Completed,Net Banking
316,2457,2024-01-15,Completed,Net Banking
317,1347,2024-01-14,Completed,Card
318,914,2024-01-21,Completed,Card
319,1358,2024-01-24,Completed,UPI
320,41,2024-01-12,Completed,Card
321,797,2024-01-15,Completed,UPI
322,811,2024-01-07,Completed,UPI
323,732,2024-01-08,Completed,UPI
324,2775,2024-01-27,Completed,Card
325,984,2024-01-15,Completed,Card
326,486,2024-01-03,Completed,Card
327,2845,2024-01-13,Completed,Net Banking
328,2524,2024-01-25,Completed,UPI
329,219,2024-01-08,Completed,Card
330,334,2024-01-24,Completed,Net Banking
331,1590,2024-01-17,Completed,Net Banking
332,734,2024-01-15,Completed,Net Banking
333,1100,2024-01-16,Completed,Net Banking
334,832,2024-01-29,Completed,Card
335,644,2024-01-19,Cancelled,Net Banking
336,345,2024-01-25,Completed,Card
337,1378,2024-01-20,Completed,UPI
338,1567,2024-01-09,Completed,UPI
339,2056,2024-01-10,Completed,UPI
340,293,2024-01-04,Completed,UPI
341,1025,2024-01-11,Completed,Net Banking
342,565,2024-01-20,Returned,Net Banking
343,1420,2024-01-10,Completed,UPI
344,2100,2024-01-21,Returned,UPI
345,860,2024-01-24,Completed,Net Banking
346,352,2024-01-11,Completed,Net Banking
347,2288,2024-01-15,Completed,Card
348,2699,2024-01-16,Completed,UPI
349,2829,2024-01-25,Completed,Card
350,1353,2024-01-31,Completed,Net Banking
351,1601,2024-01-31,Completed,UPI
352,1850,2024-01-19,Completed,Card
353,728,2024-01-18,Completed,UPI
354,285,2024-01-07,Cancelled,Card
355,2148,2024-01-22,Completed,Net Banking
356,1683,2024-01-11,Completed,Card
357,1594,2024-01-03,Returned,Card
358,2907,2024-01-14,Completed,Net Banking
359,2936,2024-01-17,Completed,Card
360,1636,2024-01-03,Completed,UPI
361,161,2024-01-19,Completed,UPI
362,1219,2024-01-26,Completed,Card
363,2531,2024-01-29,Completed,Net Banking
364,392,2024-01-19,Completed,Card
365,2573,2024-01-29,Completed,Card
366,2022,2024-01-30,Completed,Card
367,1336,2024-01-17,Completed,Card
368,2617,2024-01-03,Completed,UPI
369,797,2024-01-28,Completed,Card
370,1902,2024-01-24,Completed,Net Banking
371,1929,2024-01-05,Completed,Card
372,726,2024-01-04,Completed,UPI
373,46,2024-01-22,Completed,UPI
374,142,2024-01-23,Cancelled,UPI
375,2714,2024-01-21,Completed,UPI
376,20,2024-01-20,Completed,Card
377,978,2024-01-30,Completed,Card
378,788,2024-01-27,Completed,Card
379,1703,2024-01-02,Completed,UPI
380,2219,2024-01-07,Completed,Card
381,1325,2024-01-12,Completed,UPI
382,1880,2024-01-07,Completed,UPI
383,896,2024-01-03,Completed,UPI
384,2332,2024-01-18,Completed,Net Banking
385,2777,2024-01-13,Cancelled,Card
386,2817,2024-01-25,Completed,UPI
387,2493,2024-01-01,Cancelled,Net Banking
388,2887,2024-01-19,Returned,Net Banking
389,1756,2024-01-08,Completed,Card
390,1215,2024-01-16,Completed,Net Banking
391,2971,2024-01-30,Completed,Net Banking
392,2637,2024-01-11,Completed,UPI
393,1357,2024-01-28,Completed,Card
394,912,2024-01-24,Completed,UPI
395,25,2024-01-21,Completed,Card
396,837,2024-01-05,Completed,Net Banking
397,321,2024-01-17,Completed,Card
398,2482,2024-01-06,Completed,UPI
399,1473,2024-01-03,Completed,UPI
400,1776,2024-01-24,Completed,UPI
401,341,2024-01-14,Completed,Net Banking
402,1054,2024-01-06,Completed,UPI
403,295,2024-01-16,Completed,Card
404,53,2024-01-01,Cancelled,UPI
405,1617,2024-01-31,Returned,UPI
406,1675,2024-01-03,Cancelled,Card
407,1788,2024-01-07,Returned,Net Banking
408,2601,2024-01-16,Completed,Net Banking
409,993,2024-01-08,Completed,UPI
410,2727,2024-01-23,Completed,UPI
411,2369,2024-01-20,Returned,Card
412,2915,2024-01-21,Cancelled,Net Banking
413,774,2024-01-30,Cancelled,UPI
414,2184,2024-01-17,Completed,UPI
415,2606,2024-01-04,Completed,Card
416,1631,2024-01-30,Completed,Card
417,2853,2024-01-03,Completed,UPI
418,764,2024-01-12,Completed,Card
419,871,2024-01-27,Completed,Card
420,1675,2024-01-29,Completed,Card
421,1548,2024-01-03,Completed,Card
422,413,2024-01-22,Completed,Card
423,2140,2024-01-07,Completed,Net Banking
424,1381,2024-01-25,Completed,Net Banking
425,1480,2024-01-31,Completed,Card
426,1872,2024-01-01,Cancelled,Card
427,2174,2024-01-04,Completed,Card
428,2699,2024-01-22,Cancelled,Net Banking
429,1320,2024-01-21,Completed,Card
430,2486,2024-01-08,Completed,Card
431,2866,2024-01-22,Cancelled,UPI
432,2131,2024-01-28,Cancelled,Net Banking
433,357,2024-01-26,Completed,Net Banking
434,474,2024-01-31,Completed,Card
435,2703,2024-01-25,Completed,Net Banking
436,1338,2024-01-30,Cancelled,Card
437,2747,2024-01-31,Completed,Net Banking
438,2834,2024-01-26,Completed,Net Banking
439,2939,2024-01-13,Completed,Net Banking
440,1062,2024-01-08,Completed,Card
441,771,2024-01-30,Completed,UPI
442,1558,2024-01-31,Completed,Card
443,1310,2024-01-14,Completed,Card
444,437,2024-01-08,Completed,UPI
445,897,2024-01-27,Completed,Net Banking
446,2880,2024-01-22,Completed,Net Banking
447,1960,2024-01-19,Completed,UPI
448,2936,2024-01-05,Completed,Card
449,1997,2024-01-28,Completed,Net Banking
450,1607,2024-01-18,Completed,UPI
451,2977,2024-01-17,Completed,Card
452,1325,2024-01-05,Completed,Card
453,2365,2024-01-06,Completed,UPI
454,802,2024-01-07,Completed,Net Banking
455,1750,2024-01-13,Completed,Card
456,736,2024-01-16,Cancelled,Net Banking
457,2569,2024-01-05,Completed,Card
458,1240,2024-01-16,Completed,Net Banking
459,368,2024-01-22,Completed,Net Banking
460,1824,2024-01-21,Completed,Card
461,2740,2024-01-21,Cancelled,Net Banking
462,388,2024-01-23,Completed,UPI
463,513,2024-01-19,Completed,Net Banking
464,2871,2024-01-27,Completed,Net Banking
465,2396,2024-01-27,Completed,Net Banking
466,2698,2024-01-31,Cancelled,Net Banking
467,1288,2024-01-15,Completed,Card
468,144,2024-01-09,Completed,UPI
469,2696,2024-01-14,Completed,Net Banking
470,573,2024-01-15,Completed,Net Banking
471,860,2024-01-17,Completed,Card
472,581,2024-01-07,Completed,Card
473,1137,2024-01-12,Completed,Card
474,669,2024-01-21,Completed,UPI
475,835,2024-01-18,Completed,Net Banking
476,2309,2024-01-12,Completed,Net Banking
477,629,2024-01-27,Completed,UPI
478,318,2024-01-08,Completed,Net Banking
479,365,2024-01-21,Completed,UPI
480,41,2024-01-09,Completed,Card
481,2157,2024-01-06,Completed,UPI
482,2870,2024-01-12,Completed,UPI
483,1596,2024-01-11,Completed,Net Banking
484,2427,2024-01-16,Completed,Net Banking
485,1552,2024-01-05,Completed,Net Banking
486,2494,2024-01-22,Completed,UPI
487,1130,2024-01-10,Returned,Net Banking
488,357,2024-01-21,Cancelled,UPI
489,315,2024-01-03,Completed,Card
490,2270,2024-01-10,Cancelled,Card
491,2994,2024-01-30,Completed,Net Banking
492,57,2024-01-13,Completed,Net Banking
493,2878,2024-01-14,Completed,Net Banking
494,2488,2024-01-02,Completed,Net Banking
495,1504,2024-01-03,Completed,Card
496,1529,2024-01-06,Returned,Net Banking
497,483,2024-01-28,Completed,UPI
498,2586,2024-01-24,Completed,UPI
499,2531,2024-01-29,Completed,Card
500,439,2024-01-12,Completed,Card
501,1765,2024-01-04,Completed,Net Banking
502,1997,2024-01-04,Completed,UPI
503,1534,2024-01-13,Completed,Card
504,1800,2024-01-22,Completed,UPI
505,2905,2024-01-29,Completed,Card
506,1357,2024-01-14,Cancelled,Card
507,1725,2024-01-04,Completed,Net Banking
508,2974,2024-01-17,Cancelled,UPI
509,442,2024-01-31,Completed,UPI
510,2779,2024-01-02,Completed,Net Banking
511,1156,2024-01-10,Completed,Card
512,1022,2024-01-06,Completed,UPI
513,1942,2024-01-07,Completed,Net Banking
514,2422,2024-01-07,Completed,Card
515,1122,2024-01-02,Returned,UPI
516,373,2024-01-07,Cancelled,Net Banking
517,909,2024-01-08,Completed,Net Banking
518,451,2024-01-10,Completed,UPI
519,195,2024-01-29,Completed,Net Banking
520,1148,2024-01-16,Cancelled,Card
521,1247,2024-01-11,Completed,Net Banking
522,1481,2024-01-24,Completed,Net Banking
523,861,2024-01-09,Completed,Card
524,2466,2024-01-24,Completed,Net Banking
525,1826,2024-01-23,Cancelled,Net Banking
526,828,2024-01-16,Completed,Card
527,2915,2024-01-18,Completed,Net Banking
528,2939,2024-01-21,Completed,UPI
529,90,2024-01-26,Completed,Card
530,2842,2024-01-02,Completed,UPI
531,1794,2024-01-06,Completed,UPI
532,754,2024-01-07,Completed,Net Banking
533,2899,2024-01-17,Completed,Card
534,488,2024-01-18,Completed,Card
535,1138,2024-01-05,Cancelled,Card
536,6,2024-01-04,Completed,UPI
537,2250,2024-01-29,Completed,Net Banking
538,43,2024-01-21,Completed,UPI
539,2202,2024-01-01,Completed,Net Banking
540,2819,2024-01-24,Completed,Net Banking
541,1812,2024-01-27,Completed,Net Banking
542,2990,2024-01-08,Completed,UPI
543,1882,2024-01-06,Completed,Card
544,1156,2024-01-21,Completed,Card
545,285,2024-01-07,Completed,UPI
546,563,2024-01-17,Completed,Net Banking
547,85,2024-01-13,Completed,Net Banking
548,343,2024-01-08,Completed,Net Banking
549,436,2024-01-31,Completed,Net Banking
550,1968,2024-01-05,Completed,Card
551,999,2024-01-05,Completed,Net Banking
552,2231,2024-01-04,Completed,UPI
553,919,2024-01-30,Completed,Card
554,2804,2024-01-08,Completed,Card
555,417,2024-01-08,Returned,Card
556,348,2024-01-30,Cancelled,Card
557,743,2024-01-20,Completed,Net Banking
558,426,2024-01-12,Completed,UPI
559,9,2024-01-26,Cancelled,Net Banking
560,1600,2024-01-05,Completed,UPI
561,1751,2024-01-19,Returned,Card
562,1578,2024-01-25,Completed,UPI
563,567,2024-01-11,Completed,Card
564,2207,2024-01-16,Completed,Card
565,1728,2024-01-23,Completed,Net Banking
566,964,2024-01-03,Completed,Card
567,548,2024-01-31,Cancelled,UPI
568,591,2024-01-15,Completed,UPI
569,920,2024-01-27,Completed,Net Banking
570,2852,2024-01-01,Returned,Net Banking
571,303,2024-01-19,Completed,Card
572,579,2024-01-12,Completed,Net Banking
573,574,2024-01-16,Completed,UPI
574,1819,2024-01-11,Completed,UPI
575,2632,2024-01-02,Completed,Net Banking
576,1736,2024-01-13,Completed,Net Banking
577,2906,2024-01-10,Completed,UPI
578,513,2024-01-13,Completed,Card
579,2291,2024-01-06,Completed,Net Banking
580,2630,2024-01-21,Completed,Card
581,1106,2024-01-07,Completed,Net Banking
582,667,2024-01-10,Completed,Net Banking
583,2260,2024-01-07,Completed,Card
584,184,2024-01-19,Completed,Card
585,1265,2024-01-03,Completed,UPI
586,1601,2024-01-11,Completed,Net Banking
587,2063,2024-01-29,Completed,Card
588,1566,2024-01-26,Completed,Card
589,1897,2024-01-22,Completed,Net Banking
590,2792,2024-01-26,Completed,Card
591,2144,2024-01-21,Cancelled,Card
592,1765,2024-01-20,Completed,Net Banking
593,2486,2024-01-20,Completed,Net Banking
594,1268,2024-01-05,Completed,Card
595,696,2024-01-11,Cancelled,UPI
596,734,2024-01-03,Completed,UPI
597,576,2024-01-30,Cancelled,UPI
598,1175,2024-01-28,Completed,Net Banking
599,2100,2024-01-12,Completed,UPI
600,2073,2024-01-14,Completed,Net Banking
601,234,2024-01-21,Completed,Net Banking
602,432,2024-01-28,Completed,UPI
603,1894,2024-01-13,Completed,UPI
604,739,2024-01-03,Completed,UPI
605,265,2024-01-11,Completed,UPI
606,1951,2024-01-24,Completed,Net Banking
607,2623,2024-01-05,Completed,Net Banking
608,1762,2024-01-26,Returned,Card
609,1106,2024-01-14,Completed,Card
610,335,2024-01-13,Completed,UPI
611,221,2024-01-06,Completed,UPI
612,1717,2024-01-12,Completed,Card
613,1594,2024-01-19,Completed,Net Banking
614,2736,2024-01-24,Completed,Net Banking
615,59,2024-01-11,Completed,Card
616,2761,2024-01-26,Completed,Card
617,2618,2024-01-15,Returned,Card
618,681,2024-01-18,Completed,Card
619,59,2024-01-19,Completed,UPI
620,2045,2024-01-23,Completed,UPI
621,2143,2024-01-14,Returned,Card
622,2265,2024-01-06,Completed,UPI
623,1792,2024-01-22,Completed,Card
624,2661,2024-01-03,Completed,Card
625,2232,2024-01-30,Completed,Net Banking
626,1723,2024-01-10,Completed,Net Banking
627,1924,2024-01-28,Returned,UPI
628,1622,2024-01-26,Completed,Card
629,1260,2024-01-09,Completed,UPI
630,64,2024-01-02,Completed,Net Banking
631,2344,2024-01-06,Returned,UPI
632,1612,2024-01-21,Completed,Net Banking
633,2983,2024-01-13,Completed,Net Banking
634,408,2024-01-08,Completed,Card
635,1066,2024-01-30,Completed,UPI
636,106,2024-01-03,Completed,Net Banking
637,2899,2024-01-20,Completed,Net Banking
638,535,2024-01-24,Returned,UPI
639,909,2024-01-21,Completed,Card
640,1127,2024-01-02,Completed,Card
641,2441,2024-01-15,Completed,UPI
642,2025,2024-01-03,Completed,Card
643,90,2024-01-26,Completed,Net Banking
644,1720,2024-01-22,Completed,UPI
645,42,2024-01-10,Cancelled,Net Banking
646,1983,2024-01-12,Returned,Card
647,1043,2024-01-24,Cancelled,Card
648,625,2024-01-25,Completed,Card
649,901,2024-01-05,Completed,Card
650,377,2024-01-07,Completed,UPI
651,2100,2024-01-14,Cancelled,UPI
652,2939,2024-01-22,Completed,Net Banking
653,2958,2024-01-31,Completed,UPI
654,441,2024-01-20,Completed,Net Banking
655,264,2024-01-27,Completed,Net Banking
656,2474,2024-01-10,Completed,Net Banking
657,737,2024-01-04,Completed,Card
658,2691,2024-01-07,Completed,UPI
659,2820,2024-01-11,Completed,UPI
660,1580,2024-01-03,Completed,Card
661,2934,2024-01-09,Completed,Net Banking
662,2648,2024-01-29,Completed,UPI
663,2024,2024-01-02,Completed,UPI
664,701,2024-01-15,Completed,Card
665,2359,2024-01-21,Returned,UPI
666,2186,2024-01-02,Cancelled,Net Banking
667,390,2024-01-16,Completed,UPI
668,327,2024-01-13,Completed,Net Banking
669,2853,2024-01-10,Returned,Net Banking
670,2532,2024-01-31,Completed,Card
671,2817,2024-01-11,Completed,Card
672,1511,2024-01-29,Completed,Card
673,197,2024-01-04,Cancelled,UPI
674,698,2024-01-23,Cancelled,Card
675,607,2024-01-28,Completed,UPI
676,2162,2024-01-17,Completed,UPI
677,926,2024-01-16,Completed,Net Banking
678,993,2024-01-18,Completed,Card
679,871,2024-01-02,Completed,UPI
680,1395,2024-01-04,Completed,Net Banking
681,2685,2024-01-15,Completed,Card
682,1854,2024-01-13,Cancelled,UPI
683,1733,2024-01-09,Completed,Net Banking
684,439,2024-01-29,Completed,UPI
685,1951,2024-01-01,Completed,UPI
686,1452,2024-01-03,Completed,Net Banking
687,1808,2024-01-02,Completed,Net Banking
688,1205,2024-01-07,Completed,UPI
689,448,2024-01-14,Completed,Card
690,147,2024-01-02,Completed,Net Banking
691,2541,2024-01-08,Completed,UPI
