order_item_id,order_id,product_id,quantity,selling_price,discount
76,42,47,1,159.04,14.17
77,42,60,1,86.13,7.67
78,43,66,3,102.8,6.66
79,44,105,1,47.02,4.31
80,44,79,2,96.31,8.83
81,44,51,2,22.69,2.08
82,45,16,1,127.6,6.65
83,46,91,3,61.19,6.24
84,46,57,2,52.65,5.37
85,47,57,3,52.65,5.19
86,47,115,3,30.19,2.98
87,47,61,2,152.15,15.0
88,48,46,2,207.61,29.03
89,49,68,2,60.94,4.8
90,50,93,3,125.45,14.03
91,50,107,2,27.76,3.11
92,50,42,1,167.38,18.72
93,51,29,1,172.54,20.12
94,52,53,2,121.14,13.02
95,52,45,1,131.4,14.12
96,53,88,2,82.03,9.56
97,54,75,2,162.84,16.83
98,55,56,1,120.76,17.48
99,56,19,2,105.24,8.75
100,56,104,2,188.59,15.68
101,57,78,2,99.46,12.93
102,57,89,3,59.41,7.72
103,58,62,1,188.67,10.19
104,58,86,2,57.37,3.1
105,58,74,1,84.93,4.59
106,59,74,1,84.93,8.03
107,59,42,3,167.38,15.83
108,60,42,1,167.38,12.09
109,61,114,2,126.24,14.86
110,61,47,1,159.04,18.72
111,61,11,2,32.81,3.86
112,62,80,2,105.02,15.16
113,62,45,1,131.4,18.97
114,63,75,2,162.84,14.21
115,63,15,2,160.59,14.02
116,64,29,2,172.54,21.19
117,64,25,2,129.17,15.86
118,64,5,2,70.45,8.65
119,65,84,3,173.75,16.05
120,66,11,1,32.81,2.64
121,66,70,3,174.54,14.02
122,67,1,1,129.41,11.77
123,67,40,3,104.18,9.47
124,68,53,2,121.14,17.14
125,69,40,2,104.18,13.78
126,69,3,2,21.14,2.8
127,69,73,3,50.5,6.68
128,70,64,2,95.59,12.34
129,70,79,3,96.31,12.44
130,71,112,1,82.57,9.53
131,71,78,2,99.46,11.48
132,72,79,1,96.31,5.09
133,72,110,3,14.98,0.79
134,73,78,3,99.46,10.6
135,73,49,2,128.99,13.74
136,73,77,3,59.24,6.31
137,74,2,1,60.21,7.42
138,74,12,3,59.86,7.38
139,75,102,1,121.48,16.74
140,75,83,1,169.25,23.33
141,76,91,2,61.19,8.64
142,77,41,1,47.64,2.75
143,77,59,1,80.67,4.65
144,77,95,3,221.81,12.79
145,78,50,2,32.56,4.47
146,78,15,3,160.59,22.04
147,79,25,1,129.17,13.36
148,80,41,1,47.64,6.09
149,80,39,1,57.64,7.37
150,81,116,3,113.9,15.17
151,81,120,3,135.63,18.06
152,81,55,3,17.33,2.31
153,82,92,1,100.0,13.03
154,82,23,1,167.92,21.87
155,83,86,2,57.37,5.62
156,83,74,1,84.93,8.32
157,83,13,2,166.17,16.28
158,84,30,2,126.92,18.66
159,84,61,1,152.15,22.37
160,84,22,3,34.6,5.09
161,85,23,1,167.92,22.78
162,85,27,2,196.31,26.64
163,85,47,1,159.04,21.58
164,86,19,1,105.24,9.73
165,87,31,3,178.78,9.7
166,88,47,1,159.04,9.84
167,89,24,1,127.8,7.62
168,89,102,3,121.48,7.25
169,89,80,1,105.02,6.26
170,90,115,3,30.19,1.78
171,90,107,2,27.76,1.64
172,91,1,3,129.41,16.57
173,92,2,1,60.21,6.49
174,92,82,3,69.77,7.52
175,92,68,1,60.94,6.57
176,93,59,1,80.67,10.12
177,93,15,1,160.59,20.14
178,93,41,3,47.64,5.97
179,94,57,3,52.65,6.31
180,94,60,1,86.13,10.32
181,95,103,2,169.01,15.62
182,96,104,2,188.59,11.51
183,96,60,3,86.13,5.26
184,97,60,2,86.13,5.01
185,98,49,3,128.99,10.47
186,99,71,3,48.58,4.51
187,99,20,2,85.03,7.89
188,100,65,2,21.88,2.17
189,100,115,3,30.19,2.99
190,101,50,3,32.56,2.09
191,101,15,1,160.59,10.33
192,101,69,3,117.44,7.56
193,102,32,3,134.68,19.87
194,103,43,2,95.34,12.76
195,103,99,3,106.12,14.2
196,104,113,2,223.8,28.12
197,104,75,2,162.84,20.46
198,105,34,1,126.16,18.77
199,105,63,2,124.54,18.53
200,106,19,1,105.24,10.5
201,107,107,2,27.76,2.77
202,108,120,1,135.63,10.89
203,109,5,3,70.45,9.11
204,109,61,2,152.15,19.67
205,110,53,1,121.14,10.22
206,110,39,1,57.64,4.86
207,110,119,2,111.08,9.37
208,111,21,2,149.08,12.14
209,111,65,1,21.88,1.78
210,112,12,1,59.86,8.14
211,112,81,2,56.73,7.72
212,112,15,2,160.59,21.85
213,113,104,3,188.59,18.62
214,113,51,2,22.69,2.24
215,113,106,3,46.99,4.64
216,114,44,3,103.32,10.02
217,115,38,3,96.19,10.49
218,115,48,2,89.05,9.72
219,115,30,2,126.92,13.85
220,116,112,3,82.57,4.5
221,116,10,3,88.23,4.81
222,117,74,2,84.93,5.07
223,117,87,2,36.91,2.2
224,118,34,1,126.16,9.27
225,118,14,3,27.57,2.03
226,118,83,1,169.25,12.43
227,119,39,1,57.64,3.86
228,119,36,2,233.82,15.66
229,120,13,3,166.17,23.29
230,121,117,2,86.58,7.07
231,121,31,3,178.78,14.6
232,122,59,3,80.67,9.48
233,122,106,3,46.99,5.52
234,123,100,2,45.87,3.96
235,124,26,1,74.38,7.7
236,124,110,2,14.98,1.55
237,125,73,3,50.5,5.68
238,125,108,1,122.79,13.81
239,125,59,3,80.67,9.07
240,126,3,1,21.14,2.75
241,126,113,2,223.8,29.12
242,127,102,3,121.48,9.74
243,127,41,3,47.64,3.82
244,128,69,3,117.44,8.82
245,128,104,3,188.59,14.17
246,129,4,2,55.67,5.66
247,129,42,1,167.38,17.01
248,129,46,3,207.61,21.1
249,130,86,3,57.37,6.53
250,130,65,3,21.88,2.49
251,131,79,1,96.31,8.32
252,132,16,1,127.6,17.15
253,132,19,3,105.24,14.15
254,133,64,3,95.59,7.52
255,133,72,3,119.09,9.37
256,134,48,2,89.05,5.79
257,135,34,1,126.16,11.81
258,136,112,3,82.57,6.26
259,136,86,1,57.37,4.35
260,136,118,3,15.66,1.19
261,137,106,1,46.99,4.63
262,138,59,3,80.67,4.55
263,138,20,3,85.03,4.79
264,139,21,1,149.08,19.97
265,140,49,2,128.99,13.18
266,140,40,2,104.18,10.65
267,140,51,1,22.69,2.32
268,141,93,3,125.45,16.39
269,141,46,2,207.61,27.13
270,141,106,3,46.99,6.14
271,142,76,1,134.39,9.65
272,143,15,3,160.59,21.89
273,143,56,2,120.76,16.46
274,144,98,2,34.37,3.18
275,145,93,3,125.45,15.25
276,146,59,3,80.67,10.0
277,146,114,1,126.24,15.65
278,146,87,2,36.91,4.57
279,147,96,1,48.44,7.06
280,147,52,3,111.42,16.25
281,147,61,1,152.15,22.19
282,148,100,2,45.87,6.47
283,148,58,1,129.59,18.27
284,149,106,3,46.99,6.39
285,149,15,2,160.59,21.83
286,150,89,2,59.41,3.17
287,150,56,3,120.76,6.45
288,151,20,3,85.03,11.71
289,152,105,3,47.02,4.33
290,152,80,2,105.02,9.67
291,152,104,2,188.59,17.37
292,153,46,2,207.61,23.7
293,153,78,3,99.46,11.35
294,153,32,1,134.68,15.37
295,154,118,1,15.66,1.26
296,155,8,3,133.99,19.69
297,156,53,1,121.14,9.93
298,156,28,2,111.64,9.15
299,156,10,1,88.23,7.23
300,157,51,2,22.69,2.95
301,158,35,1,119.26,10.46
302,159,86,1,57.37,6.58
303,160,28,3,111.64,15.09
304,160,97,2,108.49,14.67
305,161,71,1,48.58,7.08
306,161,17,1,181.29,26.43
307,161,116,3,113.9,16.61
308,162,14,1,27.57,3.94
309,162,79,1,96.31,13.76
310,163,90,3,28.9,3.94
311,163,107,2,27.76,3.78
312,164,119,3,111.08,7.85
313,164,53,3,121.14,8.56
314,165,37,2,84.19,10.88
315,165,72,1,119.09,15.39
316,166,61,2,152.15,13.23
317,166,20,1,85.03,7.39
318,166,90,1,28.9,2.51
319,167,53,1,121.14,17.86
320,167,16,3,127.6,18.81
321,167,66,2,102.8,15.16
322,168,115,1,30.19,2.28
323,168,96,1,48.44,3.66
324,168,109,2,138.27,10.46
325,169,103,3,169.01,14.44
326,169,105,3,47.02,4.02
327,169,102,3,121.48,10.38
328,170,44,2,103.32,10.38
329,170,103,3,169.01,16.98
330,171,55,2,17.33,1.84
331,172,24,1,127.8,10.72
332,173,105,1,47.02,3.02
333,173,69,1,117.44,7.54
334,174,89,3,59.41,8.47
335,174,90,2,28.9,4.12
336,175,50,1,32.56,2.17
337,175,104,3,188.59,12.54
338,176,88,1,82.03,7.71
339,177,79,2,96.31,7.32
340,177,75,1,162.84,12.38
341,178,58,2,129.59,11.1
342,178,109,2,138.27,11.84
343,178,6,2,145.22,12.44
344,179,31,2,178.78,11.15
345,180,100,3,45.87,6.07
346,180,75,1,162.84,21.54
347,180,15,3,160.59,21.24
348,181,72,2,119.09,8.1
349,182,76,1,134.39,7.07
350,182,86,2,57.37,3.02
351,182,26,2,74.38,3.91
352,183,33,3,66.63,4.36
353,183,67,3,80.2,5.24
354,184,39,2,57.64,4.43
355,185,93,3,125.45,11.96
356,185,51,1,22.69,2.16
357,185,46,1,207.61,19.79
358,186,79,1,96.31,7.54
359,186,29,3,172.54,13.51
360,186,55,3,17.33,1.36
361,187,77,1,59.24,4.02
362,188,36,3,233.82,29.92
363,188,83,1,169.25,21.66
364,188,2,1,60.21,7.7
365,189,119,3,111.08,13.73
366,189,112,1,82.57,10.2
367,189,31,2,178.78,22.1
368,190,87,2,36.91,3.74
369,190,82,2,69.77,7.07
370,191,77,3,59.24,3.5
371,191,120,1,135.63,8.01
372,192,34,3,126.16,6.82
373,192,110,1,14.98,0.81
374,193,5,3,70.45,10.08
375,193,12,3,59.86,8.56
376,193,20,1,85.03,12.16
377,194,116,1,113.9,16.03
378,194,35,1,119.26,16.78
379,195,46,1,207.61,21.24
380,195,29,3,172.54,17.65
381,195,49,1,128.99,13.2
382,196,112,2,82.57,8.34
383,197,23,1,167.92,12.65
384,197,27,3,196.31,14.79
385,197,29,1,172.54,13.0
386,198,104,1,188.59,24.26
387,199,107,2,27.76,3.02
388,199,35,3,119.26,12.97
389,199,92,2,100.0,10.87
390,200,111,3,117.88,6.82
391,200,63,1,124.54,7.2
392,201,89,3,59.41,5.32
393,202,105,3,47.02,6.44
394,202,38,2,96.19,13.17
395,202,108,2,122.79,16.81
396,203,33,2,66.63,7.82
397,203,116,2,113.9,13.37
398,203,64,1,95.59,11.22
399,204,64,1,95.59,5.85
400,204,31,1,178.78,10.94
401,204,81,1,56.73,3.47
402,205,55,1,17.33,1.29
403,205,111,1,117.88,8.74
404,205,95,2,221.81,16.45
405,206,101,1,134.69,12.42
406,207,19,3,105.24,10.37
407,207,37,1,84.19,8.29
408,208,87,1,36.91,4.92
409,208,11,1,32.81,4.38
410,209,79,3,96.31,8.82
411,209,45,3,131.4,12.03
412,209,15,3,160.59,14.7
413,210,117,3,86.58,7.79
414,210,12,3,59.86,5.39
415,210,18,3,82.14,7.39
416,211,78,3,99.46,5.58
417,211,101,2,134.69,7.55
418,212,74,2,84.93,9.75
419,213,24,2,127.8,15.3
420,214,81,3,56.73,5.32
421,215,104,2,188.59,20.78
422,215,38,1,96.19,10.6
423,215,19,2,105.24,11.6
424,216,57,3,52.65,4.83
425,216,66,2,102.8,9.43
426,216,26,2,74.38,6.82
427,217,29,3,172.54,13.5
428,218,58,2,129.59,8.51
429,219,12,2,59.86,4.25
430,220,97,1,108.49,7.15
431,221,110,2,14.98,1.09
432,222,57,1,52.65,6.68
433,222,41,3,47.64,6.05
434,223,92,2,100.0,6.04
435,223,66,1,102.8,6.21
436,224,86,1,57.37,7.79
437,224,83,3,169.25,22.99
438,224,105,1,47.02,6.39
439,225,73,3,50.5,3.56
440,226,78,1,99.46,10.0
441,227,19,2,105.24,6.71
442,227,43,1,95.34,6.08
443,228,72,2,119.09,11.97
444,228,90,3,28.9,2.9
445,229,63,2,124.54,14.51
446,229,84,1,173.75,20.24
447,229,33,1,66.63,7.76
448,230,79,3,96.31,8.76
449,230,12,2,59.86,5.44
450,230,100,1,45.87,4.17
451,231,116,1,113.9,13.87
452,232,94,2,117.99,15.01
453,233,86,3,57.37,6.55
454,234,108,3,122.79,18.08
455,234,75,3,162.84,23.98
456,235,109,2,138.27,11.25
457,236,61,3,152.15,9.84
458,236,105,1,47.02,3.04
459,237,99,2,106.12,11.87
460,237,59,3,80.67,9.02
461,237,39,2,57.64,6.45
462,238,75,2,162.84,9.51
463,238,17,3,181.29,10.59
464,239,34,3,126.16,13.13
465,240,120,1,135.63,17.05
466,241,52,2,111.42,8.26
467,241,111,3,117.88,8.74
468,241,53,1,121.14,8.98
469,242,61,1,152.15,11.56
470,242,120,1,135.63,10.3
471,243,2,1,60.21,5.71
472,243,41,2,47.64,4.52
473,243,12,2,59.86,5.68
474,244,20,3,85.03,11.86
475,244,14,3,27.57,3.84
476,244,111,1,117.88,16.44
477,245,78,3,99.46,12.78
478,245,92,1,100.0,12.85
479,245,55,3,17.33,2.23
480,246,105,1,47.02,2.85
481,246,7,2,103.46,6.26
482,246,4,2,55.67,3.37
483,247,18,1,82.14,10.91
484,248,113,3,223.8,21.18
485,248,37,2,84.19,7.97
486,248,51,3,22.69,2.15
487,249,87,3,36.91,5.06
488,249,74,2,84.93,11.65
489,250,117,1,86.58,8.57
490,251,13,3,166.17,15.91
491,251,13,1,166.17,15.91
492,251,15,3,160.59,15.38
493,252,16,1,127.6,15.91
494,252,84,3,173.75,21.66
495,253,95,3,221.81,19.29
496,254,88,2,82.03,12.23
497,254,65,1,21.88,3.26
498,255,63,2,124.54,13.57
499,255,62,1,188.67,20.56
500,256,111,2,117.88,12.35
501,257,73,2,50.5,4.81
502,257,104,3,188.59,17.96
503,258,84,2,173.75,11.09
504,258,31,3,178.78,11.42
505,259,48,3,89.05,7.35
506,259,12,2,59.86,4.94
507,259,73,2,50.5,4.17
508,260,113,3,223.8,12.22
509,260,81,2,56.73,3.1
510,261,109,3,138.27,16.69
511,261,26,2,74.38,8.98
512,261,74,3,84.93,10.25
513,262,78,3,99.46,5.82
514,262,47,1,159.04,9.31
515,262,66,3,102.8,6.02
516,263,113,3,223.8,22.44
517,264,67,3,80.2,4.16
518,265,39,2,57.64,7.53
519,265,8,3,133.99,17.51
520,266,112,2,82.57,4.32
521,267,94,3,117.99,8.93
522,268,70,2,174.54,13.19
523,269,26,1,74.38,4.16
524,270,107,2,27.76,1.66
525,270,57,2,52.65,3.15
526,271,92,1,100.0,7.4
527,271,39,2,57.64,4.26
528,271,74,3,84.93,6.28
529,272,15,2,160.59,9.88
530,272,33,3,66.63,4.1
531,273,39,2,57.64,5.23
532,274,35,1,119.26,8.9
533,274,96,2,48.44,3.62
534,274,51,3,22.69,1.69
535,275,16,2,127.6,14.49
536,276,62,2,188.67,19.58
537,276,61,1,152.15,15.79
538,276,49,1,128.99,13.38
539,277,12,1,59.86,6.71
540,278,93,2,125.45,9.42
541,278,40,3,104.18,7.82
542,279,80,3,105.02,8.21
543,279,77,3,59.24,4.63
544,279,29,1,172.54,13.48
545,280,103,3,169.01,10.53
546,280,102,2,121.48,7.57
547,280,24,2,127.8,7.96
548,281,102,3,121.48,15.82
549,281,86,2,57.37,7.47
550,282,12,1,59.86,4.47
551,282,13,2,166.17,12.4
552,283,53,1,121.14,17.13
553,283,63,3,124.54,17.61
554,283,93,2,125.45,17.74
555,284,21,2,149.08,13.61
556,284,61,2,152.15,13.89
557,284,96,3,48.44,4.42
558,285,94,3,117.99,12.26
559,285,31,1,178.78,18.57
560,286,116,1,113.9,9.77
561,286,81,1,56.73,4.87
562,286,91,2,61.19,5.25
563,287,55,3,17.33,1.25
564,287,44,3,103.32,7.45
565,288,1,1,129.41,14.41
566,288,29,1,172.54,19.21
567,288,56,2,120.76,13.45
568,289,13,3,166.17,16.5
569,289,48,1,89.05,8.84
570,289,73,1,50.5,5.01
571,290,55,2,17.33,2.37
572,290,27,1,196.31,26.89
573,290,94,3,117.99,16.16
574,291,67,1,80.2,9.4
575,291,61,1,152.15,17.83
576,291,19,3,105.24,12.34
577,292,10,3,88.23,12.65
578,292,92,2,100.0,14.34
579,292,100,1,45.87,6.58
580,293,51,3,22.69,3.34
581,293,13,2,166.17,24.42
582,293,66,3,102.8,15.11
583,294,8,1,133.99,12.42
584,294,42,2,167.38,15.52
585,294,99,2,106.12,9.84
586,295,112,2,82.57,9.74
587,295,119,3,111.08,13.11
588,296,55,3,17.33,1.26
589,296,95,2,221.81,16.07
590,297,119,3,111.08,9.27
591,298,48,1,89.05,5.12
592,299,4,2,55.67,6.26
593,299,117,1,86.58,9.74
594,300,53,2,121.14,16.24
595,301,67,1,80.2,10.6
596,302,102,3,121.48,15.36
597,302,9,1,65.35,8.26
598,303,31,1,178.78,15.69
599,304,25,1,129.17,14.35
600,305,94,1,117.99,9.38
601,305,16,3,127.6,10.14
602,306,49,1,128.99,14.18
603,306,113,2,223.8,24.61
604,306,19,2,105.24,11.57
605,307,37,3,84.19,9.42
606,307,111,1,117.88,13.19
607,307,13,2,166.17,18.6
608,308,65,3,21.88,1.33
609,308,111,1,117.88,7.17
610,308,54,3,107.9,6.56
611,309,79,2,96.31,6.03
612,309,13,2,166.17,10.4
613,310,107,1,27.76,1.9
614,311,67,2,80.2,8.13
615,311,103,3,169.01,17.12
616,312,55,2,17.33,1.12
617,312,29,2,172.54,11.17
618,312,10,2,88.23,5.71
619,313,23,3,167.92,19.79
620,314,78,3,99.46,9.17
621,315,90,3,28.9,2.43
622,315,106,3,46.99,3.95
623,316,8,3,133.99,18.12
624,316,16,2,127.6,17.25
625,317,28,1,111.64,10.65
626,317,41,1,47.64,4.55
627,318,30,2,126.92,12.27
628,319,29,1,172.54,15.11
629,320,20,2,85.03,4.51
630,321,92,1,100.0,14.13
631,322,109,1,138.27,9.94
632,322,92,2,100.0,7.19
633,322,39,3,57.64,4.14
634,323,30,1,126.92,8.58
635,324,116,1,113.9,13.15
636,324,51,2,22.69,2.62
637,325,116,3,113.9,9.94
638,325,37,2,84.19,7.34
639,325,50,3,32.56,2.84
640,326,115,3,30.19,4.3
641,327,21,1,149.08,16.39
642,328,45,2,131.4,17.8
643,329,15,3,160.59,12.53
644,329,83,2,169.25,13.2
645,329,102,1,121.48,9.48
646,330,32,1,134.68,17.39
647,331,55,2,17.33,1.98
648,331,29,3,172.54,19.76
649,332,32,3,134.68,11.77
650,332,89,2,59.41,5.19
651,333,66,1,102.8,11.7
652,333,120,1,135.63,15.44
653,333,99,1,106.12,12.08
654,334,97,2,108.49,7.97
655,334,46,2,207.61,15.25
656,335,96,1,48.44,4.23
657,336,42,1,167.38,17.05
658,336,35,2,119.26,12.15
659,336,93,3,125.45,12.78
660,337,40,2,104.18,10.08
661,337,118,2,15.66,1.52
662,338,44,1,103.32,9.73
663,338,34,2,126.16,11.88
664,338,5,1,70.45,6.63
665,339,110,1,14.98,1.71
666,340,44,3,103.32,10.81
667,341,94,1,117.99,15.52
668,341,56,3,120.76,15.89
669,342,85,2,179.2,22.44
670,342,53,1,121.14,15.17
671,342,52,2,111.42,13.95
672,343,49,3,128.99,11.66
673,343,5,1,70.45,6.37
674,343,107,2,27.76,2.51
675,344,100,1,45.87,6.66
676,345,93,3,125.45,12.74
677,345,29,2,172.54,17.53
678,346,19,1,105.24,7.24
679,346,30,2,126.92,8.73
680,347,37,3,84.19,5.38
681,347,96,1,48.44,3.1
682,348,89,3,59.41,4.99
683,348,17,2,181.29,15.23
684,349,101,1,134.69,11.13
685,349,89,1,59.41,4.91
686,349,20,1,85.03,7.02
687,350,98,2,34.37,4.47
688,350,49,2,128.99,16.76
689,350,74,1,84.93,11.03
690,351,52,2,111.42,9.88
691,352,6,3,145.22,11.69
692,353,91,1,61.19,7.28
693,354,77,2,59.24,5.25
694,355,110,1,14.98,0.84
695,356,18,2,82.14,12.24
696,356,63,2,124.54,18.55
697,356,104,3,188.59,28.09
698,357,69,2,117.44,16.04
699,358,38,3,96.19,6.34
700,358,16,1,127.6,8.41
701,359,69,2,117.44,9.11
702,360,66,2,102.8,7.68
703,360,51,2,22.69,1.69
704,360,23,2,167.92,12.54
705,361,115,3,30.19,2.38
706,361,76,3,134.39,10.59
707,362,14,1,27.57,3.65
708,362,84,1,173.75,22.99
709,363,30,3,126.92,12.16
710,364,114,2,126.24,18.25
711,365,88,3,82.03,9.57
712,365,112,3,82.57,9.63
713,365,36,1,233.82,27.28
714,366,81,1,56.73,7.16
715,366,38,1,96.19,12.14
716,367,18,1,82.14,5.46
717,367,109,2,138.27,9.19
718,367,1,1,129.41,8.6
719,368,73,3,50.5,6.31
720,368,108,2,122.79,15.35
721,369,65,1,21.88,1.12
722,369,25,2,129.17,6.6
723,369,75,3,162.84,8.32
724,370,3,1,21.14,1.2
725,370,26,3,74.38,4.23
726,370,11,2,32.81,1.86
727,371,119,3,111.08,14.9
728,372,95,1,221.81,22.95
729,373,113,1,223.8,14.63
730,374,88,1,82.03,8.47
731,374,25,3,129.17,13.33
732,374,104,3,188.59,19.47
733,375,13,2,166.17,23.21
734,375,75,2,162.84,22.75
735,375,114,1,126.24,17.64
736,376,55,2,17.33,1.52
737,377,110,2,14.98,0.77
738,378,75,1,162.84,9.17
739,378,74,3,84.93,4.78
740,378,55,1,17.33,0.98
741,379,84,3,173.75,22.86
742,379,47,1,159.04,20.92
743,379,8,3,133.99,17.63
744,380,95,1,221.81,20.58
745,381,64,2,95.59,8.62
746,382,73,3,50.5,5.85
747,382,8,2,133.99,15.52
748,382,20,1,85.03,9.85
749,383,81,3,56.73,7.19
750,384,96,3,48.44,7.07
751,384,40,3,104.18,15.2
752,385,3,1,21.14,2.69
753,385,58,3,129.59,16.48
754,386,117,2,86.58,11.7
755,387,76,3,134.39,12.75
756,387,68,1,60.94,5.78
757,387,93,3,125.45,11.9
758,388,24,2,127.8,9.36
759,389,23,2,167.92,18.8
760,390,27,1,196.31,17.19
761,391,19,1,105.24,15.22
762,391,22,2,34.6,5.0
763,392,39,2,57.64,3.11
764,392,106,1,46.99,2.54
765,392,92,1,100.0,5.4
766,393,32,1,134.68,9.51
767,393,110,3,14.98,1.06
768,393,41,3,47.64,3.36
769,394,82,2,69.77,6.15
770,395,11,3,32.81,3.25
771,396,48,1,89.05,6.0
772,397,46,1,207.61,20.08
773,397,49,1,128.99,12.47
774,397,91,2,61.19,5.92
775,398,12,1,59.86,4.7
776,398,18,2,82.14,6.45
777,398,10,2,88.23,6.93
778,399,51,3,22.69,1.52
779,399,66,3,102.8,6.86
780,400,21,2,149.08,19.67
781,401,6,1,145.22,20.64
782,401,90,3,28.9,4.11
783,401,106,3,46.99,6.68
784,402,71,3,48.58,3.91
785,402,87,3,36.91,2.97
786,403,66,1,102.8,12.49
787,404,28,2,111.64,13.74
788,404,32,2,134.68,16.57
789,405,24,3,127.8,11.16
790,405,3,3,21.14,1.85
791,406,99,3,106.12,15.84
792,406,107,1,27.76,4.14
793,407,23,3,167.92,21.35
794,407,77,3,59.24,7.53
795,408,93,2,125.45,15.01
796,408,52,3,111.42,13.33
797,409,63,3,124.54,17.7
798,409,7,3,103.46,14.71
799,409,87,1,36.91,5.25
800,410,6,1,145.22,11.06
801,410,72,2,119.09,9.07
802,410,7,1,103.46,7.88
803,411,80,1,105.02,14.09
804,412,50,3,32.56,2.92
805,413,65,3,21.88,1.46
806,413,40,2,104.18,6.94
807,414,48,2,89.05,7.86
808,414,32,3,134.68,11.89
809,414,44,1,103.32,9.12
810,415,87,3,36.91,4.79
811,415,52,1,111.42,14.46
812,416,113,1,223.8,11.33
813,416,47,1,159.04,8.05
814,417,31,2,178.78,16.39
815,417,113,1,223.8,20.52
816,417,73,1,50.5,4.63
817,418,118,1,15.66,1.09
818,418,79,2,96.31,6.72
819,418,2,3,60.21,4.2
820,419,37,2,84.19,4.71
821,420,73,1,50.5,7.14
822,420,71,1,48.58,6.86
823,420,23,2,167.92,23.73
824,421,26,1,74.38,4.2
825,421,55,2,17.33,0.98
826,421,75,2,162.84,9.19
827,422,76,3,134.39,10.3
828,422,99,1,106.12,8.13
829,422,117,1,86.58,6.63
830,423,111,2,117.88,10.32
831,423,17,2,181.29,15.87
832,424,117,2,86.58,7.24
833,424,83,1,169.25,14.16
834,425,57,2,52.65,4.62
835,425,93,1,125.45,11.02
836,426,9,3,65.35,5.89
837,427,100,2,45.87,5.5
838,427,94,3,117.99,14.15
839,428,43,1,95.34,9.68
840,429,115,2,30.19,2.6
841,429,13,3,166.17,14.29
842,429,18,2,82.14,7.07
843,430,61,2,152.15,18.85
844,430,32,2,134.68,16.69
845,431,22,1,34.6,4.27
846,431,102,3,121.48,14.99
847,431,81,1,56.73,7.0
848,432,1,1,129.41,16.63
849,432,107,1,27.76,3.57
850,432,49,2,128.99,16.57
851,433,75,1,162.84,19.1
852,433,26,2,74.38,8.73
853,434,92,1,100.0,10.41
854,435,105,1,47.02,2.85
855,436,2,2,60.21,7.62
856,436,38,3,96.19,12.18
857,436,59,2,80.67,10.22
858,437,87,3,36.91,2.35
859,437,78,2,99.46,6.32
860,437,1,1,129.41,8.23
861,438,26,1,74.38,5.38
862,438,42,3,167.38,12.12
863,438,47,2,159.04,11.51
864,439,80,3,105.02,12.87
865,439,78,2,99.46,12.18
866,439,49,1,128.99,15.8
867,440,54,3,107.9,6.34
868,440,23,3,167.92,9.87
869,441,117,2,86.58,5.33
870,442,83,3,169.25,8.49
871,442,54,1,107.9,5.41
