customer_id,signup_date,acquisition_channel,city,age
133,2026-02-24,Organic,Richardshire,21
134,2026-02-24,Referral,North Thomas,50
135,2026-02-24,Facebook Ads,Brianchester,21
136,2026-02-24,Organic,Rebeccaview,29
137,2026-02-24,Organic,New Natalieview,56
138,2026-02-24,Organic,New Martin,33
139,2026-02-24,Referral,East Bradleychester,25
140,2026-02-24,Facebook Ads,North Stephanieview,55
141,2026-02-24,Organic,Port Kellychester,57
142,2026-02-24,Organic,East Ryanview,44
143,2026-02-24,Google Ads,Chavezburgh,34
144,2026-02-24,Facebook Ads,North Devinville,60
145,2026-02-24,Google Ads,South Heatherchester,33
146,2026-02-24,Google Ads,Harrischester,43
147,2026-02-24,Facebook Ads,North Josephberg,60
148,2026-02-24,Google Ads,Lake Michael,47
149,2026-02-24,Google Ads,Catherineburgh,22
150,2026-02-24,Organic,Karentown,47
151,2026-02-24,Organic,Barreraberg,22
152,2026-02-24,Facebook Ads,Jeremiahchester,50
153,2026-02-24,Google Ads,West Chelsea,26
154,2026-02-24,Google Ads,Caseyfort,22
155,2026-02-24,Facebook Ads,North Carrie,41
156,2026-02-24,Google Ads,Port Tinafurt,28
157,2026-02-24,Referral,Port Christianstad,52
158,2026-02-24,Google Ads,Juanberg,57
159,2026-02-24,Organic,North Christian,60
160,2026-02-24,Google Ads,New Benjaminburgh,60
161,2026-02-24,Organic,North Julie,26
162,2026-02-24,Google Ads,Port Denisefort,25
163,2026-02-24,Organic,East Summer,53
164,2026-02-24,Facebook Ads,Hobbschester,35
165,2026-02-24,Google Ads,South Tarabury,56
166,2026-02-24,Facebook Ads,North Katie,39
167,2026-02-24,Facebook Ads,Grayhaven,58
168,2026-02-24,Google Ads,Monicafurt,50
169,2026-02-24,Referral,New Randy,34
170,2026-02-24,Organic,Hernandezton,23
171,2026-02-24,Referral,Michelemouth,35
172,2026-02-24,Organic,Westland,18
173,2026-02-24,Google Ads,Lake Patrick,26
174,2026-02-24,Google Ads,Leburgh,28
175,2026-02-24,Referral,Mooreshire,53
176,2026-02-24,Referral,New Jorge,53
177,2026-02-24,Organic,Blevinsport,25
178,2026-02-24,Organic,Torresland,27
179,2026-02-24,Organic,Carterchester,41
180,2026-02-24,Facebook Ads,South Kennethport,45
181,2026-02-24,Facebook Ads,South Theresa,20
182,2026-02-24,Google Ads,New Bryan,41
183,2026-02-24,Organic,East Joshua,40
184,2026-02-24,Facebook Ads,Port Michaelberg,33
185,2026-02-24,Organic,East David,40
186,2026-02-24,Referral,Andrechester,57
187,2026-02-24,Facebook Ads,Lindsayfurt,33
188,2026-02-24,Facebook Ads,Lake Carmen,29
189,2026-02-24,Referral,West Jasontown,19
190,2026-02-24,Facebook Ads,Youngtown,39
191,2026-02-24,Referral,Jesusville,60
192,2026-02-24,Facebook Ads,Dalechester,35
193,2026-02-24,Facebook Ads,West Jeremy,24
194,2026-02-24,Referral,Reginaport,20
195,2026-02-24,Referral,Lake David,32
196,2026-02-24,Facebook Ads,Littleton,47
197,2026-02-24,Google Ads,West Shirley,37
198,2026-02-24,Facebook Ads,West Nicholasborough,32
199,2026-02-24,Organic,New Jake,60
200,2026-02-24,Facebook Ads,Martinezbury,43
201,2026-02-24,Google Ads,Brownport,35
202,2026-02-24,Organic,East Michelle,35
203,2026-02-24,Google Ads,Allisonbury,59
204,2026-02-24,Referral,West Donald,52
205,2026-02-24,Google Ads,Lake David,19
206,2026-02-24,Organic,North Johnton,34
207,2026-02-24,Facebook Ads,North Justin,55
208,2026-02-24,Google Ads,Georgefort,20
209,2026-02-24,Organic,Greenburgh,56
210,2026-02-24,Referral,Patrickfurt,40
211,2026-02-24,Google Ads,Lake Joseph,45
212,2026-02-24,Organic,Harrisburgh,42
213,2026-02-24,Facebook Ads,New Stevenmouth,34
214,2026-02-24,Organic,South Jillianstad,45
215,2026-02-24,Organic,Christineport,51
216,2026-02-24,Facebook Ads,Scottfort,41
217,2026-02-24,Referral,Amymouth,22
218,2026-02-24,Google Ads,South Erica,57
219,2026-02-24,Google Ads,Taylorstad,60
220,2026-02-24,Organic,Rojasstad,37
221,2026-02-24,Google Ads,Lesterfort,60
222,2026-02-24,Referral,New Feliciatown,38
223,2026-02-24,Referral,Port Marc,36
224,2026-02-24,Facebook Ads,Williamston,30
225,2026-02-24,Referral,Port Tiffanyfort,60
226,2026-02-24,Referral,East Theresa,29
227,2026-02-24,Google Ads,East Helenberg,43
228,2026-02-24,Organic,South Sarahberg,37
229,2026-02-24,Google Ads,Greenview,31
230,2026-02-24,Referral,North Mariachester,55
231,2026-02-24,Google Ads,North Bradleymouth,47
232,2026-02-24,Referral,Kevinfurt,46
233,2026-02-24,Facebook Ads,Timland,50
234,2026-02-24,Referral,North Matthew,28
235,2026-02-24,Organic,North Daniel,36
236,2026-02-24,Google Ads,Adamston,23
237,2026-02-24,Facebook Ads,Vangton,37
238,2026-02-24,Facebook Ads,Lake Jason,30
239,2026-02-24,Facebook Ads,Michaelfurt,19
240,2026-02-24,Organic,Lake Hannahview,33
241,2026-02-24,Referral,Lake Andrew,57
242,2026-02-24,Organic,Port Ernest,47
243,2026-02-24,Referral,Port Kyle,58
244,2026-02-24,Facebook Ads,Port Kimberly,42
245,2026-02-24,Referral,Levinetown,43
246,2026-02-24,Facebook Ads,West Thomas,27
247,2026-02-24,Organic,Lake Tracy,24
248,2026-02-24,Referral,Woodhaven,32
249,2026-02-24,Facebook Ads,Schmidtshire,51
250,2026-02-24,Referral,Stanleyport,21
251,2026-02-24,Facebook Ads,Benitezstad,25
252,2026-02-24,Referral,Port Kristenhaven,26
253,2026-02-24,Referral,North Christinehaven,60
254,2026-02-24,Google Ads,Yangmouth,46
255,2026-02-24,Referral,Kellyport,53
256,2026-02-24,Referral,New Cindychester,28
257,2026-02-24,Referral,Johnfurt,46
258,2026-02-24,Google Ads,Collinsberg,33
259,2026-02-24,Google Ads,Lake Taylor,51
260,2026-02-24,Referral,Luisbury,58
261,2026-02-24,Facebook Ads,North Briantown,35
262,2026-02-24,Referral,Knappton,22
263,2026-02-24,Google Ads,Brucechester,33
264,2026-02-24,Google Ads,Nguyenside,39
265,2026-02-24,Google Ads,Phillipfurt,52
266,2026-02-24,Organic,New Lisaburgh,26
267,2026-02-24,Facebook Ads,North Robertland,32
268,2026-02-24,Referral,North Samuel,27
269,2026-02-24,Facebook Ads,New Kimberlyport,22
270,2026-02-24,Referral,Port Arthur,44
271,2026-02-24,Google Ads,South Heathertown,52
272,2026-02-24,Referral,South Thomasbury,44
273,2026-02-24,Organic,Whitefurt,31
274,2026-02-24,Referral,Petersonton,42
275,2026-02-24,Organic,Garretttown,54
276,2026-02-24,Referral,Port Stephanieside,48
277,2026-02-24,Organic,Emilychester,40
278,2026-02-24,Google Ads,Barkermouth,42
279,2026-02-24,Referral,Jonesville,52
280,2026-02-24,Facebook Ads,Debramouth,49
281,2026-02-24,Facebook Ads,East Victoria,35
282,2026-02-24,Referral,Bennettville,49
283,2026-02-24,Organic,Ashleytown,42
284,2026-02-24,Google Ads,Thomasport,60
285,2026-02-24,Referral,New Katie,28
286,2026-02-24,Referral,Michellechester,26
287,2026-02-24,Organic,Lake Justinland,43
288,2026-02-24,Organic,New William,23
289,2026-02-24,Referral,Jonathanport,26
290,2026-02-24,Referral,West Robinfurt,29
291,2026-02-24,Organic,North Jesse,34
292,2026-02-24,Referral,Thomasmouth,38
293,2026-02-24,Facebook Ads,North Cynthiaville,47
294,2026-02-24,Google Ads,Lake William,39
295,2026-02-24,Referral,North Edward,35
296,2026-02-24,Referral,Port Kevinshire,34
297,2026-02-24,Organic,New Stacey,48
298,2026-02-24,Organic,Elliottberg,52
299,2026-02-24,Organic,Port Jeanettechester,40
300,2026-02-24,Facebook Ads,Robinsonchester,59
301,2026-02-24,Organic,New Jasonport,59
302,2026-02-24,Organic,Pamelashire,19
303,2026-02-24,Facebook Ads,New Melissa,30
304,2026-02-24,Organic,West Jasmin,57
305,2026-02-24,Facebook Ads,Davischester,33
306,2026-02-24,Facebook Ads,South Alice,48
307,2026-02-24,Organic,Michellefurt,54
308,2026-02-24,Facebook Ads,South Timothy,47
309,2026-02-24,Google Ads,Allenview,41
310,2026-02-24,Facebook Ads,Thomasside,56
311,2026-02-24,Organic,Torresmouth,28
312,2026-02-24,Google Ads,North Michelle,24
313,2026-02-24,Organic,Perkinsview,37
314,2026-02-24,Referral,Josephstad,43
315,2026-02-24,Facebook Ads,West Julie,22
316,2026-02-24,Facebook Ads,East Ricky,24
317,2026-02-24,Google Ads,Mccoyburgh,56
318,2026-02-24,Organic,Lynnfort,54
319,2026-02-24,Organic,New Jennifer,40
320,2026-02-24,Referral,South Shane,60
321,2026-02-24,Google Ads,West Williambury,22
322,2026-02-24,Google Ads,Boyershire,18
323,2026-02-24,Referral,Stevensonmouth,49
324,2026-02-24,Organic,New Vincent,45
325,2026-02-24,Google Ads,North Joelville,58
326,2026-02-24,Referral,South Aaronbury,27
327,2026-02-24,Referral,West Heather,29
328,2026-02-24,Google Ads,New Kylebury,57
329,2026-02-24,Referral,Melissamouth,47
330,2026-02-24,Referral,North Cynthia,55
331,2026-02-24,Google Ads,Sandramouth,38
332,2026-02-24,Facebook Ads,New Lisa,23
333,2026-02-24,Google Ads,West Lindseyborough,46
334,2026-02-24,Facebook Ads,Tracyhaven,47
335,2026-02-24,Referral,Melissaland,39
336,2026-02-24,Organic,Johnborough,49
337,2026-02-24,Google Ads,West Beverly,29
338,2026-02-24,Referral,East Joyce,31
339,2026-02-24,Google Ads,West Angelaborough,34
340,2026-02-24,Google Ads,Holmesburgh,35
341,2026-02-24,Google Ads,Pierceview,53
342,2026-02-24,Organic,Aaronside,51
343,2026-02-24,Facebook Ads,South Ricardoville,23
344,2026-02-24,Facebook Ads,Nicolefort,44
345,2026-02-24,Referral,Port Kathy,53
346,2026-02-24,Facebook Ads,South Robert,48
347,2026-02-24,Referral,Hillville,46
348,2026-02-24,Organic,Griffinstad,23
349,2026-02-24,Google Ads,Lake Ashleyfort,32
350,2026-02-24,Referral,East Paulborough,33
351,2026-02-24,Google Ads,Hughesbury,60
352,2026-02-24,Google Ads,Brownside,48
353,2026-02-24,Google Ads,West Juliafurt,45
354,2026-02-24,Google Ads,South Ryanmouth,40
355,2026-02-24,Referral,Muellerburgh,35
356,2026-02-24,Google Ads,Shanebury,34
357,2026-02-24,Facebook Ads,South Meredith,25
358,2026-02-24,Facebook Ads,New Tammyside,38
359,2026-02-24,Organic,New Kelseymouth,52
360,2026-02-24,Facebook Ads,Port Audrey,30
361,2026-02-24,Facebook Ads,West Dawnbury,48
362,2026-02-24,Google Ads,South Steventon,55
363,2026-02-24,Google Ads,Lake David,24
364,2026-02-24,Facebook Ads,Jenniferchester,36
365,2026-02-24,Facebook Ads,North Matthewmouth,41
366,2026-02-24,Facebook Ads,South Arthur,37
367,2026-02-24,Organic,New Joshua,52
368,2026-02-24,Facebook Ads,West Williamfurt,35
369,2026-02-24,Organic,Matthewtown,21
370,2026-02-24,Google Ads,Brennanfurt,26
371,2026-02-24,Referral,Andreamouth,24
372,2026-02-24,Organic,Medinafort,54
373,2026-02-24,Google Ads,Reedshire,48
374,2026-02-24,Referral,Greentown,46
375,2026-02-24,Google Ads,Jamesshire,29
376,2026-02-24,Organic,West Katieton,34
377,2026-02-24,Referral,Michaelmouth,25
378,2026-02-24,Organic,Erinville,43
379,2026-02-24,Referral,North Angelafort,22
380,2026-02-24,Organic,North Lisa,27
381,2026-02-24,Facebook Ads,Samanthamouth,54
382,2026-02-24,Google Ads,Lake Samantha,23
383,2026-02-24,Facebook Ads,East Henry,25
384,2026-02-24,Referral,Jenkinston,56
385,2026-02-24,Facebook Ads,Port Jeremiahview,51
386,2026-02-24,Referral,Port Alexandra,46
387,2026-02-24,Referral,West Dwayne,37
388,2026-02-24,Referral,Port Danafort,37
389,2026-02-24,Organic,Lake Danielborough,57
390,2026-02-24,Organic,Williammouth,31
391,2026-02-24,Facebook Ads,New Jamesfort,34
392,2026-02-24,Organic,Robinsonborough,28
393,2026-02-24,Facebook Ads,East Carl,29
394,2026-02-24,Organic,Jessicaland,28
395,2026-02-24,Organic,South Kathleen,44
396,2026-02-24,Referral,Ronnieburgh,56
397,2026-02-24,Referral,West Randyville,36
398,2026-02-24,Organic,Port Nicholas,32
399,2026-02-24,Google Ads,New Alexisshire,36
400,2026-02-24,Referral,Lake Amy,22
401,2026-02-24,Facebook Ads,Sosashire,34
402,2026-02-24,Facebook Ads,Travisfort,45
403,2026-02-24,Organic,Loganshire,52
404,2026-02-24,Facebook Ads,Anthonyborough,59
405,2026-02-24,Facebook Ads,South John,35
406,2026-02-24,Facebook Ads,West Hannah,22
407,2026-02-24,Organic,Perezburgh,28
408,2026-02-24,Google Ads,West Victoria,56
409,2026-02-24,Google Ads,Lake Christinabury,46
410,2026-02-24,Organic,Fordburgh,47
411,2026-02-24,Google Ads,Alisonton,43
412,2026-02-24,Google Ads,Jeremyborough,50
413,2026-02-24,Referral,Michaelport,46
414,2026-02-24,Organic,Marcbury,56
415,2026-02-24,Organic,Millerberg,45
416,2026-02-24,Google Ads,Estesmouth,56
417,2026-02-24,Google Ads,East Amymouth,19
418,2026-02-24,Organic,Josebury,32
419,2026-02-24,Organic,Stephenshaven,35
420,2026-02-24,Organic,Kimland,29
421,2026-02-24,Referral,East Catherineport,51
422,2026-02-24,Referral,New Denise,35
423,2026-02-24,Facebook Ads,Gonzalezville,55
424,2026-02-24,Referral,Wattsview,58
425,2026-02-24,Referral,Edwardsstad,23
426,2026-02-24,Referral,Robertville,40
427,2026-02-24,Referral,Port Melissaside,39
428,2026-02-24,Google Ads,Mooreton,60
429,2026-02-24,Organic,Millerborough,28
430,2026-02-24,Google Ads,Valerietown,44
431,2026-02-24,Referral,Richardfurt,36
432,2026-02-24,Referral,Michaelview,53
433,2026-02-24,Organic,West Joshua,47
434,2026-02-24,Organic,Stevenborough,38
435,2026-02-24,Google Ads,East Angela,38
436,2026-02-24,Organic,South Franklin,43
437,2026-02-24,Organic,Nathanburgh,60
438,2026-02-24,Referral,Phillipsville,44
439,2026-02-24,Organic,Youngville,30
440,2026-02-24,Google Ads,New Alexandriaton,57
441,2026-02-24,Referral,North Robert,58
442,2026-02-24,Referral,South Angela,21
443,2026-02-24,Facebook Ads,North Robertburgh,35
444,2026-02-24,Facebook Ads,Garciastad,36
445,2026-02-24,Referral,Richardberg,49
446,2026-02-24,Organic,Leestad,19
447,2026-02-24,Facebook Ads,East Stephanieshire,28
448,2026-02-24,Google Ads,Jenkinsmouth,53
449,2026-02-24,Organic,Jenningsmouth,53
450,2026-02-24,Referral,North Jennifershire,23
451,2026-02-24,Facebook Ads,Sandraland,25
452,2026-02-24,Referral,South Michaelport,25
453,2026-02-24,Facebook Ads,New Debra,49
454,2026-02-24,Google Ads,Carpenterburgh,50
455,2026-02-24,Google Ads,Douglaston,44
456,2026-02-24,Referral,Josephchester,48
457,2026-02-24,Facebook Ads,West Thomas,47
458,2026-02-24,Facebook Ads,West Danafort,42
459,2026-02-24,Facebook Ads,North Davidton,56
460,2026-02-24,Facebook Ads,South Debbiechester,22
461,2026-02-24,Google Ads,Annefurt,44
462,2026-02-24,Google Ads,Spencerville,50
463,2026-02-24,Google Ads,Georgeside,18
464,2026-02-24,Google Ads,Nguyenborough,37
465,2026-02-24,Referral,Port Patrick,27
466,2026-02-24,Referral,Dustinburgh,52
467,2026-02-24,Referral,New Shane,40
468,2026-02-24,Google Ads,East Robert,53
469,2026-02-24,Referral,East Susan,47
470,2026-02-24,Google Ads,Lake Jimmy,30
471,2026-02-24,Facebook Ads,New Anne,54
472,2026-02-24,Referral,South Justinberg,32
473,2026-02-24,Referral,Tranport,20
474,2026-02-24,Google Ads,Port Erica,48
475,2026-02-24,Referral,West Crystalberg,42
476,2026-02-24,Facebook Ads,Port Jesse,49
477,2026-02-24,Organic,North William,26
478,2026-02-24,Google Ads,New George,24
479,2026-02-24,Referral,Elizabethshire,24
480,2026-02-24,Referral,Kimberlyborough,18
481,2026-02-24,Facebook Ads,West Andrewberg,44
482,2026-02-24,Facebook Ads,Hopkinsstad,22
483,2026-02-24,Referral,Laceyhaven,34
484,2026-02-24,Google Ads,North Sherri,57
485,2026-02-24,Referral,Maryport,59
486,2026-02-24,Organic,West Colleen,39
487,2026-02-24,Referral,West Corey,38
488,2026-02-24,Referral,Huntertown,52
489,2026-02-24,Organic,Patelfurt,57
490,2026-02-24,Organic,Lisaland,33
491,2026-02-24,Google Ads,Catherinetown,32
492,2026-02-24,Organic,South Juan,45
493,2026-02-24,Organic,Codytown,58
494,2026-02-24,Organic,South Jeffrey,46
495,2026-02-24,Facebook Ads,South Martin,37
496,2026-02-24,Organic,East Joshuamouth,20
497,2026-02-24,Google Ads,North Brandonbury,21
498,2026-02-24,Google Ads,Christophermouth,40
499,2026-02-24,Google Ads,Williamsberg,45
500,2026-02-24,Facebook Ads,Williamstown,33
501,2026-02-24,Referral,North Mark,54
502,2026-02-24,Facebook Ads,Lake Justin,28
503,2026-02-24,Facebook Ads,Rebeccaland,23
504,2026-02-24,Referral,Lake Gabriel,57
505,2026-02-24,Facebook Ads,Lake Shellybury,49
506,2026-02-24,Facebook Ads,Lake Alexisfurt,32
507,2026-02-24,Referral,Millerfurt,58
508,2026-02-24,Google Ads,West Terryburgh,47
509,2026-02-24,Google Ads,East Garytown,60
510,2026-02-24,Organic,Austinside,47
511,2026-02-24,Google Ads,South Christineton,52
512,2026-02-24,Facebook Ads,New Timothyburgh,22
513,2026-02-24,Referral,Gilmorebury,40
514,2026-02-24,Google Ads,Kimton,58
515,2026-02-24,Referral,Cookside,34
516,2026-02-24,Referral,Dennisberg,37
517,2026-02-24,Facebook Ads,Stevensonton,42
518,2026-02-24,Referral,East Michelle,24
519,2026-02-24,Facebook Ads,South Charlesberg,42
520,2026-02-24,Google Ads,North Jon,54
521,2026-02-24,Google Ads,Ricechester,36
522,2026-02-24,Organic,New Lesliefurt,60
523,2026-02-24,Referral,Tammyfurt,35
524,2026-02-24,Organic,Wilsonfort,54
525,2026-02-24,Organic,Alexaside,56
526,2026-02-24,Referral,Port Jessica,36
527,2026-02-24,Facebook Ads,Jimmyberg,56
528,2026-02-24,Google Ads,Ryanborough,32
529,2026-02-24,Facebook Ads,Jenniferberg,57
530,2026-02-24,Google Ads,Leeport,60
531,2026-02-24,Facebook Ads,New Jeffrey,58
532,2026-02-24,Organic,Christopherburgh,58
533,2026-02-24,Organic,South Crystalview,37
534,2026-02-24,Referral,New Brian,20
535,2026-02-24,Google Ads,Leahhaven,26
536,2026-02-24,Organic,Markmouth,36
537,2026-02-24,Google Ads,Port Maureenborough,44
538,2026-02-24,Facebook Ads,New Luisland,30
539,2026-02-24,Facebook Ads,Michaelville,52
540,2026-02-24,Google Ads,East Sandra,51
541,2026-02-24,Google Ads,Susanfurt,28
542,2026-02-24,Google Ads,Jasonside,48
543,2026-02-24,Google Ads,Crystalchester,39
544,2026-02-24,Organic,New Amy,47
545,2026-02-24,Organic,Torresmouth,27
546,2026-02-24,Facebook Ads,West Stephaniefort,43
547,2026-02-24,Google Ads,Stewartberg,23
548,2026-02-24,Referral,Kristenmouth,18
549,2026-02-24,Google Ads,Port Hector,52
550,2026-02-24,Organic,Kellyside,47
551,2026-02-24,Google Ads,Leonshire,34
552,2026-02-24,Referral,Johnsonshire,58
553,2026-02-24,Google Ads,Whitneyburgh,24
554,2026-02-24,Facebook Ads,Lake Davidshire,48
555,2026-02-24,Organic,South Renee,57
556,2026-02-24,Google Ads,North Julie,57
557,2026-02-24,Facebook Ads,Lisaburgh,59
558,2026-02-24,Organic,Watkinsburgh,58
559,2026-02-24,Referral,Zhangstad,37
560,2026-02-24,Referral,Fischerport,25
561,2026-02-24,Facebook Ads,Matthewberg,20
562,2026-02-24,Organic,North Christineville,37
563,2026-02-24,Referral,New Jason,25
564,2026-02-24,Organic,West Danielberg,33
565,2026-02-24,Facebook Ads,Ericksonton,42
566,2026-02-24,Referral,Nicholsfurt,41
567,2026-02-24,Referral,Madelinemouth,55
568,2026-02-24,Facebook Ads,North Sara,44
569,2026-02-24,Organic,Port Marcusstad,49
570,2026-02-24,Referral,Gabrielberg,35
571,2026-02-24,Organic,South Richard,41
572,2026-02-24,Facebook Ads,South Sheila,46
573,2026-02-24,Referral,Williamsshire,33
574,2026-02-24,Google Ads,Norrisville,24
575,2026-02-24,Google Ads,Osbornetown,52
576,2026-02-24,Google Ads,Zhangview,21
577,2026-02-24,Referral,Port Angelaburgh,35
578,2026-02-24,Facebook Ads,Tylerchester,25
579,2026-02-24,Referral,North Barbaraton,23
580,2026-02-24,Facebook Ads,South Johnmouth,59
581,2026-02-24,Organic,South Morgan,21
582,2026-02-24,Google Ads,Port Angela,33
583,2026-02-24,Facebook Ads,New Bobby,54
584,2026-02-24,Facebook Ads,Morenochester,22
585,2026-02-24,Facebook Ads,South Jason,55
586,2026-02-24,Facebook Ads,Snyderberg,32
587,2026-02-24,Google Ads,East Carlaberg,27
588,2026-02-24,Organic,Carolynbury,35
589,2026-02-24,Facebook Ads,Heidifort,26
590,2026-02-24,Google Ads,Stephaniefort,29
591,2026-02-24,Organic,South Melissa,60
592,2026-02-24,Organic,Brownberg,26
593,2026-02-24,Organic,Maryland,40
594,2026-02-24,Facebook Ads,New Pamela,55
595,2026-02-24,Google Ads,South Chrisshire,19
596,2026-02-24,Facebook Ads,Jonesborough,34
597,2026-02-24,Organic,Port Ashleyhaven,26
598,2026-02-24,Referral,Stephanieshire,51
599,2026-02-24,Organic,Matthewbury,22
600,2026-02-24,Referral,Richardfort,46
